"50";"40";"49";"Topic";"TotalCompanies_39";"Total companies";"Expenditure by companies and non-profit organisations on education institutions and other expenditure on education. The subsidies and tax benefits that partly compensate companies for the costs of supervising trainees and apprentices are subtracted from their expenditure. Subsidies for transport of pupils are excluded in the calculation of total expenditure on education.";;"Double";"million euros";"0";"Impossible"
"51";;"49";"TopicGroup";"";"On education institutions";"Expenditure by companies and non-profit organisations on education institutions consists of the costs of supervising trainees and apprentices, tuition fees paid to private schools, colleges and universities and expenditure on contract research.";;;;;
"52";"41";"51";"Topic";"TotalOnEducationInstitutes_40";"Total on education institutes";"Expenditure by companies and non-profit organisations on education institutions consists of the costs of supervising trainees and apprentices, tuition fees paid to private schools, colleges and universities and expenditure on contract research.";;"Double";"million euros";"0";"Impossible"
"53";"42";"51";"Topic";"SupervisingTraineesAndApprentices_41";"Supervising trainees and apprentices";"Expenditure by companies and non-profit organisations for supervising trainees and apprentices during the practical part of their education or study. The trainee places are for students in senior secondary vocational education (mbo-bol) or full-time higher professional education (hbo). The apprenticeship places are for students in preparatory secondary vocational education (vmbo), the apprenticeship-based track of senior secondary vocational education (mbo-bbl) or the apprenticeship-based track of higher professional education (hbo). The personnel costs of the supervisors account for most of the expenditure, but it also includes expenditure on education materials, workplace equipment and recruitment. The compensations and wages for trainees and apprentices are not included in expenditure on supervising.";;"Double";"million euros";"0";"Impossible"
"54";"43";"51";"Topic";"TuitionFeesPrivateInstitutions_42";"Tuition fees, private institutions";"The contributions of companies and non-profit organisations for the training costs of employees in work related education at a private school or college. This only includes recognised training courses lasting for longer than six months which are not in-company courses.";;"Double";"million euros";"0";"Impossible"
"55";"44";"51";"Topic";"ContractResearch_43";"Contract research";"Companies and non-profit organisation contract higher education institutions to carry out research for them. Education institutions consider contract research as a commercial activity done at the request of third parties such as companies.";;"Double";"million euros";"0";"Impossible"
"56";;"49";"TopicGroup";"";"Other expenditure on education";"The other expenditures on education of companies and non-profit institutions are the employer's share of the child care allowance and scholarships for students in higher education. Of the child care allowance is counted only the part that is related to the educational component in the activities of three-year-old children in day care.";;;;;
"57";"45";"56";"Topic";"TotalOtherExpenditureOnEducation_44";"Total other expenditure on education";"The other expenditures on education of companies and non-profit institutions are the employer's share of the child care allowance and scholarships for students in higher education. Of the child care allowance is counted only the part that is related to the educational component in the activities of three-year-old children in day care.";;"Double";"million euros";"0";"Impossible"
"58";"46";"56";"Topic";"ChildCareAllowanceEducationComponent_45";"Child care allowance education component";"For children from three years on day care offers an educational component in the activities of the children, meant to stimulate the development of the child. Companies provide the employer's share of the child care allowance to households. Part of it is related to the educational component of the activities of three-year-olds in day care and is counted as expenditure on education.";;"Double";"million euros";"0";"Impossible"
"59";"47";"56";"Topic";"ScholarshipsOfCompanies_46";"Scholarships of companies";"Companies and non-profit institutions offer scholarships to students in higher education in order to support them in the cost of their education.";;"Double";"million euros";"0";"Impossible"
"60";;"49";"TopicGroup";"";"Subsidies received";"Companies receive subsidies and tax benefits from the government. These are subsidies to provide transport for pupils and subsidies and tax benefits that partly compensate companies for the costs they incur for supervising trainees and apprentices at various levels (vmbo, mbo and hbo) that combine learning with work experience. The transport subsidies are not included in the total expenditure on education.";;;;;
"61";"48";"60";"Topic";"TotalSubsidiesReceived_47";"Total subsidies received";"Companies receive subsidies and tax benefits from the government. These are subsidies to provide transport for pupils and subsidies and tax benefits that partly compensate companies for the costs they incur for supervising trainees and apprentices at various levels (vmbo, mbo and hbo) that combine learning with work experience. The transport subsidies are not included in the total expenditure on education.";;"Double";"million euros";"0";"Impossible"
"62";"49";"60";"Topic";"TransportOfPupils_48";"Transport of pupils";"Transport companies receive subsidies from local authorities for transporting pupils. The transport is intended for pupils in primary or secondary education (including special needs education) who cannot travel independently because of a disability or the distance between home and school. The subsidies for transport are given to companies outside the education sector, who provide these services purely for commercial reasons. For this reason the received subsidy is not considered a receipt for education and is thus excluded from total expenditure on education.";;"Double";"million euros";"0";"Impossible"
"63";"50";"60";"Topic";"SupervisingCostsOfCompanies_49";"Supervising costs of companies";"The government provides subsidies and tax benefits to companies to stimulate the creation of apprenticeship places and trainee placements. Through these tax benefits and subsidies the companies are partly compensated for the cost of supervising these trainees and apprentices. The subsidies have been partially contributed by the European Union. The trainee places are for students in senior secondary vocational education (mbo-bol) or full-time higher professional education (hbo). The apprenticeship places are for students in preparatory secondary vocational education (vmbo), the apprenticeship-based track of senior secondary vocational education (mbo-bbl) or the apprenticeship-based track of higher professional education (hbo).";;"Double";"million euros";"0";"Impossible"
"64";;"2";"TopicGroup";"";"Foreign countries";"Expenditure by foreign organisations on education institutions in the Netherlands and subsidies by the European Union (EU) to the Dutch Government for projects in the field of education.";;;;;
"65";"51";"64";"Topic";"TotalForeignCountries_50";"Total foreign countries";"Expenditure by foreign organisations on education institutions in the Netherlands and subsidies by the European Union (EU) to the Dutch Government for projects in the field of education.";;"Double";"million euros";"0";"Impossible"
"66";;"64";"TopicGroup";"";"On education institutions";"Expenditure by foreign organisations on education institutions consists of EU funds directly provided to schools, colleges and universities, contributions from foreign governments to international schools in the Netherlands and expenditure on contract research.";;;;;
"67";"52";"66";"Topic";"TotalOnEducationInstitutes_51";"Total on education institutes";"Expenditure by foreign organisations on education institutions consists of EU funds directly provided to schools, colleges and universities, contributions from foreign governments to international schools in the Netherlands and expenditure on contract research.";;"Double";"million euros";"0";"Impossible"
"68";"53";"66";"Topic";"InternationalFunds_52";"International funds";"Dutch education institutions receive funds from the Lifelong Learning Programme (LLP, LLP) of the European Union. The funds are intended to promote international student mobility in higher education, European cooperation between secondary schools and pupil exchanges. Also foreign governments contribute to international schools in the Netherlands that operate under their nationality.";;"Double";"million euros";"0";"Impossible"
"69";"54";"66";"Topic";"ContractResearch_53";"Contract research";"foreign organisations contract higher education institutions to carry out research for them. Education institutions consider contract research as a commercial activity done at the request of third parties such as foreign organisations.";;"Double";"million euros";"0";"Impossible"
"70";"55";"64";"Topic";"EUSubsidies_54";"EU subsidies";"The Dutch government receives an annual sum from the European Social Fund (ESF) of the European Union for several long-term projects in the field of education. These are subsidies to stimulate the provision of apprenticeships and trainee placements and to support education of underprivileged youth so that they get a better working position. The government passes the subsidies on to schools, colleges and universities as well as companies that offer apprenticeship places and trainee placements.";;"Double";"million euros";"0";"Impossible"
"71";;;"TopicGroup";"";"Indicators";"An indicator is a figure that gives an accurate indication of the value of something. The indicators Expenditure on education, Government expenditure on education and Expenditure on education institutions are used to place expenditure on education in a national or international context. The indicators are expressed as a percentage of the gross domestic product (GDP), per capita, as a percentage of government expenditure or per student. The indicators are compounded on the basis of the definitions of CBS and/or the OECD.";;;;;
"72";;"71";"TopicGroup";"";"Expenditure on education";"Expenditure on education (CBS).
This indicator is based on the CBS definitions of expenditure on education. This is the expenditure on education institutions and education by the government, households, companies, non-profit organisations and organisations abroad. Also includes government expenditure with regard to education on households and companies.
Income received is subtracted from this expenditure. For the government this includes reclaimed wrongfully paid student grants and loans, and allowances for school costs as well as interest received on student loans and EU subsidies for education. For households these are child care allowances, the allowances for school costs, provisions for students with a disability, scholarships of companies and part of the student grants and loans meant as an allowance for school and college fees, books and materials and public transport. For companies the compensation in the costs of supervising apprentices and trainees are subtracted from their expenditure. Except for the interest received this is done to avoid double counting, because the received income is used to cover (part of) the expenses. 
Some expenditure and receipts are not included in the calculation of the total expenditure on education. For the government these are the student loans provided and received repayments on these loans. For households these are the allowances for the cost of living, the student loans and the repayments of these loans. For companies these are the subsidies received for providing transport for pupils. Student loans and the repayments are not included because they are not considered real expenditures as they will be repaid after a given time.
The allowances for the cost of living have a general purpose rather than education and are therefore not included in the cost of education. Similarly the subsidies given to companies outside the education sector for providing transport for pupils are excluded, as they provide this service purely for commercial reasons.";;;;;
"73";"56";"72";"Topic";"TotalExpenditureOnEducation_55";"Total expenditure on education";"This indicator is based on the CBS definitions of expenditure on education. This is the expenditure on education institutions and education by the government, households, companies, non-profit organisations and organisations abroad. Also includes government expenditure with regard to education on households and companies.
Income received is subtracted from this expenditure. For the government this includes reclaimed wrongfully paid student grants and loans, and allowances for school costs as well as interest received on student loans and EU subsidies for education. For households these are child care allowances, the allowances for school costs, provisions for students with a disability, scholarships of companies and part of the student grants and loans meant as an allowance for school and college fees, books and materials and public transport. For companies the compensation in the costs of supervising apprentices and trainees are subtracted from their expenditure. Except for the interest received this is done to avoid double counting, because the received income is used to cover (part of) the expenses. 
Some expenditure and receipts are not included in the calculation of the total expenditure on education. For the government these are the student loans provided and received repayments on these loans. For households these are the allowances for the cost of living, the student loans and the repayments of these loans. For companies these are the subsidies received for providing transport for pupils. Student loans and the repayments are not included because they are not considered real expenditures as they will be repaid after a given time.
The allowances for the cost of living have a general purpose rather than education and are therefore not included in the cost of education. Similarly the subsidies given to companies outside the education sector for providing transport for pupils are excluded, as they provide this service purely for commercial reasons.";;"Double";"million euros";"0";"Impossible"
"74";"57";"72";"Topic";"InOfGDP_56";"In % of GDP";"The expenditure on education is expressed as a percentage of the gross domestic product (GDP). This indicator is based on CBS definitions of expenditure on education.";;"Double";"% of GDP";"1";"Impossible"
"75";"58";"72";"Topic";"PerCapita_57";"Per capita";"The calculation of the expenditure on education per capita is based on the population on 1 January of each year. This indicator is based on CBS definitions of the expenditure on education.";;"Long";"euro";"0";"Impossible"
"76";;"71";"TopicGroup";"";"Government expenditure on education";"Government expenditure on education (OECD).
OECD Government expenditure on education. Following the OECD definitions this is government expenditure on education institutions and on households, companies and non-profit organisations. Student loans provided to households are included, government receipts are not. On these two points government spending according to the OECD differs from the public expenditures such as compiled by Statistics Netherlands under the subject 'Total expenditure on education – Government' in this table.
Both central and local government spend on education institutions: lump sum financing, operating costs and expenditure on contract research.
The government subsidises education participation through allowances for school costs and student grants and loans. These compensate students or their parents entirely of in part for the costs of tuition fees for school and college, books and materials, public transport and the cost of living. Students with a disability receive government allowances for provisions that enable them to participate in regular education. The government also provides child care allowances to households and subsidies to preschools and day care institutions. Part of it is related to the educational component of the activities of three-year-olds in preschool and day care and is counted as expenditure on education. The government also gives subsidies and tax benefits to companies. These are subsidies for providing transport for pupils and subsidies and tax benefits that partly compensate companies for the costs of supervising trainees and apprentices at various levels (vmbo, mbo and hbo) that combine learning with work experience.";;;;;
"77";"59";"76";"Topic";"TotalGovernmentExpOnEducation_58";"Total government exp. on education";"Total government expenditure on education. Following the OECD definitions this is government expenditure on education institutions and on households, companies and non-profit organisations. Student loans provided to households are included, government receipts are not. On these two points government spending according to the OECD differs from the public expenditures such as compiled by Statistics Netherlands under the subject 'Total expenditure on education – Government' in this table.
Both central and local government spend on education institutions: lump sum financing, operating costs and expenditure on contract research.
The government subsidises education participation through allowances for school costs and student grants and loans. These compensate students or their parents entirely of in part for the costs of tuition fees for school and college, books and materials, public transport and the cost of living. Students with a disability receive government allowances for provisions that enable them to participate in regular education. The government also provides child care allowances to households and subsidies to preschools and day care institutions. Part of it is related to the educational component of the activities of three-year-olds in preschool and day care and is counted as expenditure on education. The government also gives subsidies and tax benefits to companies. These are subsidies for providing transport for pupils and subsidies and tax benefits that partly compensate companies for the costs of supervising trainees and apprentices at various levels (vmbo, mbo and hbo) that combine learning with work experience.";;"Double";"million euros";"0";"Impossible"
"78";"60";"76";"Topic";"InOfGDP_59";"In % of GDP";"Government expenditure on education is expressed as a percentage of the gross domestic product (GDP). This indicator is set by the OECD.
Total government expenditure on education includes expenditure on education institutions and on households, companies and non-profit organisations. Student loans provided to households are included in this indicator, government receipts are not.";;"Double";"% of GDP";"1";"Impossible"
"79";"61";"76";"Topic";"InOfTotalGovernmentExpenditure_60";"In % of total government expenditure";"Government expenditure on education is expressed as a percentage of total government expenditure. This indicator is set by the OECD. Total government expenditure on education includes expenditure on education institutions and on households, companies and non-profit organisations. Student loans provided to households are included in this indicator, government receipts are not.";;"Double";"%";"1";"Impossible"
"80";;"71";"TopicGroup";"";"Expenditure on education institutions";"Expenditure on education institutions (CBS/OECD).
Based on CBS/OECD definitions this is direct expenditure by the government, households, companies, non-profit organisations and foreign organisations on education institutions. Only the education institutions that provide regular education are included. These are government subsidised as well as private education institutions. This indicator is compiled in the same way by both CBS and the OECD, except that the expenditure on the educational component of the activities in preschool and day care are included in other expenditure on education by CBS and not in the expenditure on education institutions as is done by the OECD. As a result the figures for pre-primary education here are somewhat lower than in publications of the OECD.";;;;;
"81";"62";"80";"Topic";"TotalOnEducationInstitutions_61";"Total on education institutions";"Expenditure on education institutions based on CBS/OECD definitions. This is direct expenditure by the government, households, companies, non-profit organisations and foreign organisations on education institutions. Only the education institutions that provide regular education are included. These are government subsidised as well as private education institutions. This indicator is compiled in the same way by both CBS and the OECD, except that the expenditure on the educational component of the activities in preschool and day care are included in other expenditure on education by CBS and not in the expenditure on education institutions as is done by the OECD. As a result the figures for pre-primary education here are somewhat lower than in publications of the OECD.";;"Double";"million euros";"0";"Impossible"
"82";;"80";"TopicGroup";"";"In % of GDP";"Expenditure on education institutions is expressed as a percentage of the gross domestic product (GDP). This indicator is compiled in the same way by both CBS and the OECD, except for the figures on pre-primary education. The expenditure on the educational component of the activities in preschool and day care are included in other expenditure on education by CBS and not in the expenditure on education institutions as is done by the OECD.";;;;;
"83";"63";"82";"Topic";"TotalInOfGDP_62";"Total in % of GDP";"Expenditure on education institutions is expressed as a percentage of the gross domestic product (GDP). This indicator is compiled in the same way by both CBS and the OECD, except for the figures on pre-primary education. The expenditure on the educational component of the activities in preschool and day care are included in other expenditure on education by CBS and not in the expenditure on education institutions as is done by the OECD.";;"Double";"% of GDP";"1";"Impossible"
"84";"64";"82";"Topic";"Government_63";"Government";"Direct expenditure by the government on education institutions is expressed here as a percentage of the gross domestic product (GDP).";;"Double";"% of GDP";"1";"Impossible"
"85";"65";"82";"Topic";"HouseholdsCompaniesForeignCountries_64";"Households, companies, foreign countries";"Direct expenditure by households, companies, non-profit organisations and foreign organisations on education institutions is expressed here as a percentage of the gross domestic product (GDP).";;"Double";"% of GDP";"1";"Impossible"
"86";"66";"80";"Topic";"PerStudentIncludingRD_65";"Per student, including R&D";"Per student, including R&D (CBS/OECD). Expenditure on education institutions is expressed per student, including expenditure on R&D in the higher or tertiary level of education. Expenditure on R&D (research and development) consists mainly of the lump sum financing that the universities receive from central government for scientific research. This is research that leads to fundamentally new insights, not specifically aimed at usability in industry or business. Institutions for higher professional education receive a relatively small amount of (lump sum) funding for conducting practical research.
R&D expenditure also includes contract research subsidised by central government and conducted by institutions for higher professional education and universities. This indicator is compiled in the same way by both CBS and the OECD, except for the figures on pre-primary education. The expenditure on the educational component of the activities in preschool and day care are included in other expenditure on education by CBS and not in the expenditure on education institutions as is done by the OECD. CBS and the OECD calculate the expenditure per student both including and excluding changes in fund balances of education institutions. Here the indicator is presented including changes in fund balances.";;"Long";"euro";"0";"Impossible"
"87";"67";"80";"Topic";"PerStudentExcludingRD_66";"Per student, excluding R&D";"Per student, excluding R&D (CBS/OECD). Expenditure on education institutions is expressed per student, excluding expenditure on R&D in the higher or tertiary level of education. Expenditure on R&D (research and development) consists mainly of the lump sum financing that the universities receive from central government for scientific research. This is research that leads to fundamentally new insights, not specifically aimed at usability in industry or business. Institutions for higher professional education receive a relatively small amount of (lump sum) funding for conducting practical research.
R&D expenditure also includes contract research subsidised by central government and conducted by institutions for higher professional education and universities. This indicator is compiled in the same way by both CBS and the OECD, except for the figures on pre-primary education. The expenditure on the educational component of the activities in preschool and day care are included in other expenditure on education by CBS and not in the expenditure on education institutions as is done by the OECD. CBS and the OECD calculate the expenditure per student both including and excluding changes in fund balances of education institutions. Here the indicator is presented including changes in fund balances.";;"Long";"euro";"0";"Impossible"
"EducationSectors"
Key;Title;Description
"T001555";"Total education";"Expenditure on education is broken down into the sectors (pre-)primary, secondary and tertiary education. These sectors are then broken down into pre-primary and primary general education, primary special education, special needs education, secondary general education, senior secondary vocational and adult education, higher professional education and university education."
"A048576";"(Pre-)primary education";"Pre-primary education, primary general education, private education at this level and special needs primary education."
"A048577";"Pre-primary and primary education";"Pre-primary education concerns the education component in the activities of three-year-old children in preschool and day care. For children from three years on preschool and day care offer an educational component in the activities of the children, meant to stimulate the development of the child. This includes preschool education for children with (an increased risk of) a (language) disadvantage. Primary general education is intended for children from the age of 4 to about 12 years, when they go on to secondary education."
"A048578";"Special needs primary education";"Special needs primary education and primary education in special schools for pupils from 4 to about 14 years of age. Special needs primary education is meant for children in need of more support and supervision than can be offered in regular primary education. Classes are often smaller than in regular primary education and children receive guidance by experts on their learning and educational difficulties. At both primary and secondary level some children receive special needs education in special schools. Education in special schools at primary level is for pupils requiring a special approach because of physical or mental disabilities, chronic illness or serious behavioural or learning difficulties."
"A048421";"Secondary education";"Secondary general education, senior secondary vocational education (mbo), adult education and private education at these levels for students of about 12 years and older."
"A048422";"Secondary general education";"Secondary general education is a collective term for the first year of secondary general education, preparatory secondary vocational education (vmbo), senior general secondary education (havo), pre-university education (vwo), extra learning support in preparatory secondary vocational education (lwoo) and special needs education for students of 12 years and older, requiring a special approach because of physical or mental disabilities, chronic illness or serious behavioural or learning difficulties."
"A048579";"Senior voc. and gen. adult sec. educ.";"Senior secondary vocational and secondary general adult education. Senior secondary vocational education (mbo) consists of occupational training whereby theory (the school-based track of senior secondary vocational education, bol) or practice (the apprenticeship-based track of senior secondary vocational education, bbl) is paramount. Of adult education, only secondary general education for adults (vavo) is included here. This is so-called second chance education, where adults can acquire a certificate or a pass at the highest level of preparatory secondary vocational education (vmbo), senior general secondary education (havo) or pre-university education (vwo)."
"A048425";"Tertiary education";"Higher professional education, university education and private education at these levels. Here, tertiary education includes research and development."
"A048426";"Higher professional education";"Education provided by colleges that concludes with an associate degree, bachelor's or master's degree. In addition to transferring theoretical knowledge, higher professional education is particularly aimed at developing skills and competence that are well-matched with the practical capabilities of students. Colleges also carry out research, aimed at achieving practical applications and solutions for businesses. It concerns both contract research conducted on behalf of third parties, and applied research which colleges must perform in accordance with their statutory duties."
"A048427";"University education";"Education provided by universities that concludes with a bachelor's, master's (formerly doctoral) or doctor's degree or a degree from university second-stage professional education. In addition to transferring theoretical knowledge, university education is particularly aimed at acquiring general skills and a scientific level of thinking. Another main task of universities is research. This research leads to fundamentally new insights, not specifically aimed at usability in industry or business. Research is often referred to as R&D (research and development)."
"Periods"
Key;Title;Description;Status
"1995JJ00";"1995";;"Definitief"
"1996JJ00";"1996";;"Definitief"
"1997JJ00";"1997";;"Definitief"
"1998JJ00";"1998";;"Definitief"
"1999JJ00";"1999";;"Definitief"
"2000JJ00";"2000";;"Definitief"
"2001JJ00";"2001";;"Definitief"
"2002JJ00";"2002";;"Definitief"
"2003JJ00";"2003";;"Definitief"
"2004JJ00";"2004";;"Definitief"
"2005JJ00";"2005";;"Definitief"
"2006JJ00";"2006";;"Definitief"
"2007JJ00";"2007";;"Definitief"
"2008JJ00";"2008";;"Definitief"
"2009JJ00";"2009";;"Definitief"
"2010JJ00";"2010";"";"Definitief"
"2011JJ00";"2011";"";"Definitief"
"2012JJ00";"2012";"";"Definitief"
"2013JJ00";"2013";"";"Definitief"
"2014JJ00";"2014";"";"Definitief"
"2015JJ00";"2015";"";"Definitief"
"2016JJ00";"2016";"";"Definitief"
"2017JJ00";"2017";"";"Definitief"
"2018JJ00";"2018";"Provisional figures";"Voorlopig"
